player2,round,player1,gender,file,tournament,date
Jannik Sinner,QF,Jiri Lehecka,M,20240314-M-Indian_Wells_Masters-QF-Jiri_Lehecka-Jannik_Sinner.html,Indian Wells Masters,2024-03-14
Carlos Alcaraz,SF,Jannik Sinner,M,20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz.html,Indian Wells Masters,2024-03-16
Andrea Vavassori,R64,Jannik Sinner,M,20240323-M-Miami_Masters-R64-Jannik_Sinner-Andrea_Vavassori.html,Miami Masters,2024-03-23
Tallon Griekspoor,R32,Jannik Sinner,M,20240324-M-Miami_Masters-R32-Jannik_Sinner-Tallon_Griekspoor.html,Miami Masters,2024-03-24
Christopher Oconnell,R16,Jannik Sinner,M,20240326-M-Miami_Masters-R16-Jannik_Sinner-Christopher_Oconnell.html,Miami Masters,2024-03-26
Jannik Sinner,QF,Tomas Machac,M,20240327-M-Miami_Masters-QF-Tomas_Machac-Jannik_Sinner.html,Miami Masters,2024-03-27
Daniil Medvedev,SF,Jannik Sinner,M,20240329-M-Miami_Masters-SF-Jannik_Sinner-Daniil_Medvedev.html,Miami Masters,2024-03-29
Jannik Sinner,F,Grigor Dimitrov,M,20240331-M-Miami_Masters-F-Grigor_Dimitrov-Jannik_Sinner.html,Miami Masters,2024-03-31
Jannik Sinner,R32,Sebastian Korda,M,20240410-M-Monte_Carlo_Masters-R32-Sebastian_Korda-Jannik_Sinner.html,Monte Carlo Masters,2024-04-10
Jannik Sinner,R16,Jan Lennard Struff,M,20240411-M-Monte_Carlo_Masters-R16-Jan_Lennard_Struff-Jannik_Sinner.html,Monte Carlo Masters,2024-04-11
Jannik Sinner,QF,Holger Rune,M,20240412-M-Monte_Carlo_Masters-QF-Holger_Rune-Jannik_Sinner.html,Monte Carlo Masters,2024-04-12
Stefanos Tsitsipas,SF,Jannik Sinner,M,20240413-M-Monte_Carlo_Masters-SF-Jannik_Sinner-Stefanos_Tsitsipas.html,Monte Carlo Masters,2024-04-13
Lorenzo Sonego,R64,Jannik Sinner,M,20240427-M-Madrid_Masters-R64-Jannik_Sinner-Lorenzo_Sonego.html,Madrid Masters,2024-04-27
Pavel Kotov,R32,Jannik Sinner,M,20240429-M-Madrid_Masters-R32-Jannik_Sinner-Pavel_Kotov.html,Madrid Masters,2024-04-29
Karen Khachanov,R16,Jannik Sinner,M,20240430-M-Madrid_Masters-R16-Jannik_Sinner-Karen_Khachanov.html,Madrid Masters,2024-04-30
Jannik Sinner,R128,Christopher Eubanks,M,20240527-M-Roland_Garros-R128-Christopher_Eubanks-Jannik_Sinner.html,Roland Garros,2024-05-27
Jannik Sinner,R64,Richard Gasquet,M,20240529-M-Roland_Garros-R64-Richard_Gasquet-Jannik_Sinner.html,Roland Garros,2024-05-29
Jannik Sinner,R32,Pavel Kotov,M,20240531-M-Roland_Garros-R32-Pavel_Kotov-Jannik_Sinner.html,Roland Garros,2024-05-31
Corentin Moutet,R16,Jannik Sinner,M,20240602-M-Roland_Garros-R16-Jannik_Sinner-Corentin_Moutet.html,Roland Garros,2024-06-02
Jannik Sinner,QF,Grigor Dimitrov,M,20240604-M-Roland_Garros-QF-Grigor_Dimitrov-Jannik_Sinner.html,Roland Garros,2024-06-04
Jannik Sinner,SF,Carlos Alcaraz,M,20240607-M-Roland_Garros-SF-Carlos_Alcaraz-Jannik_Sinner.html,Roland Garros,2024-06-07
Jannik Sinner,SF,Zhizhen Zhang,M,20240622-M-Halle-SF-Zhizhen_Zhang-Jannik_Sinner.html,Halle,2024-06-22
Jannik Sinner,F,Hubert Hurkacz,M,20240623-M-Halle-F-Hubert_Hurkacz-Jannik_Sinner.html,Halle,2024-06-23
Yannick Hanfmann,R128,Jannik Sinner,M,20240701-M-Wimbledon-R128-Jannik_Sinner-Yannick_Hanfmann.html,Wimbledon,2024-07-01
Matteo Berrettini,R64,Jannik Sinner,M,20240703-M-Wimbledon-R64-Jannik_Sinner-Matteo_Berrettini.html,Wimbledon,2024-07-03
Miomir Kecmanovic,R32,Jannik Sinner,M,20240705-M-Wimbledon-R32-Jannik_Sinner-Miomir_Kecmanovic.html,Wimbledon,2024-07-05
Jannik Sinner,R16,Ben Shelton,M,20240707-M-Wimbledon-R16-Ben_Shelton-Jannik_Sinner.html,Wimbledon,2024-07-07
Jannik Sinner,QF,Daniil Medvedev,M,20240709-M-Wimbledon-QF-Daniil_Medvedev-Jannik_Sinner.html,Wimbledon,2024-07-09
Jannik Sinner,R32,Borna Coric,M,20240808-M-Canada_Masters-R32-Borna_Coric-Jannik_Sinner.html,Canada Masters,2024-08-08
Jannik Sinner,QF,Andrey Rublev,M,20240810-M-Canada_Masters-QF-Andrey_Rublev-Jannik_Sinner.html,Canada Masters,2024-08-10
Jannik Sinner,R16,Alejandro Tabilo,M,20240810-M-Canada_Masters-R16-Alejandro_Tabilo-Jannik_Sinner.html,Canada Masters,2024-08-10
Jannik Sinner,R32,Alex Michelsen,M,20240814-M-Cincinnati_Masters-R32-Alex_Michelsen-Jannik_Sinner.html,Cincinnati Masters,2024-08-14
Jannik Sinner,QF,Andrey Rublev,M,20240817-M-Cincinnati_Masters-QF-Andrey_Rublev-Jannik_Sinner.html,Cincinnati Masters,2024-08-17
Alexander Zverev,SF,Jannik Sinner,M,20240818-M-Cincinnati_Masters-SF-Jannik_Sinner-Alexander_Zverev.html,Cincinnati Masters,2024-08-18
Frances Tiafoe,F,Jannik Sinner,M,20240819-M-Cincinnati_Masters-F-Jannik_Sinner-Frances_Tiafoe.html,Cincinnati Masters,2024-08-19
Mackenzie Mcdonald,R128,Jannik Sinner,M,20240827-M-US_Open-R128-Jannik_Sinner-Mackenzie_Mcdonald.html,US Open,2024-08-27
Jannik Sinner,R64,Alex Michelsen,M,20240829-M-US_Open-R64-Alex_Michelsen-Jannik_Sinner.html,US Open,2024-08-29
Christopher Oconnell,R32,Jannik Sinner,M,20240831-M-US_Open-R32-Jannik_Sinner-Christopher_Oconnell.html,US Open,2024-08-31
Tommy Paul,R16,Jannik Sinner,M,20240902-M-US_Open-R16-Jannik_Sinner-Tommy_Paul.html,US Open,2024-09-02
Jannik Sinner,QF,Daniil Medvedev,M,20240904-M-US_Open-QF-Daniil_Medvedev-Jannik_Sinner.html,US Open,2024-09-04
Jannik Sinner,SF,Jack Draper,M,20240906-M-US_Open-SF-Jack_Draper-Jannik_Sinner.html,US Open,2024-09-06
Jannik Sinner,F,Taylor Fritz,M,20240908-M-US_Open-F-Taylor_Fritz-Jannik_Sinner.html,US Open,2024-09-08
Nicolas Jarry,R32,Jannik Sinner,M,20240926-M-Beijing-R32-Jannik_Sinner-Nicolas_Jarry.html,Beijing,2024-09-26
Jannik Sinner,R16,Roman Safiullin,M,20240928-M-Beijing-R16-Roman_Safiullin-Jannik_Sinner.html,Beijing,2024-09-28
Bu Yunchaokete,SF,Jannik Sinner,M,20241001-M-Beijing-SF-Jannik_Sinner-Bu_Yunchaokete.html,Beijing,2024-10-01
Jannik Sinner,F,Carlos Alcaraz,M,20241002-M-Beijing-F-Carlos_Alcaraz-Jannik_Sinner.html,Beijing,2024-10-02
Jannik Sinner,R16,Ben Shelton,M,20241009-M-Shanghai_Masters-R16-Ben_Shelton-Jannik_Sinner.html,Shanghai Masters,2024-10-09
Daniil Medvedev,QF,Jannik Sinner,M,20241010-M-Shanghai_Masters-QF-Jannik_Sinner-Daniil_Medvedev.html,Shanghai Masters,2024-10-10
Tomas Machac,SF,Jannik Sinner,M,20241012-M-Shanghai_Masters-SF-Jannik_Sinner-Tomas_Machac.html,Shanghai Masters,2024-10-12
Jannik Sinner,F,Novak Djokovic,M,20241013-M-Shanghai_Masters-F-Novak_Djokovic-Jannik_Sinner.html,Shanghai Masters,2024-10-13
Carlos Alcaraz,F,Jannik Sinner,M,20241020-M-Six_Kings_Slam-F-Jannik_Sinner-Carlos_Alcaraz.html,Six Kings Slam,2024-10-20
Alex De Minaur,RR,Jannik Sinner,M,20241110-M-Tour_Finals-RR-Jannik_Sinner-Alex_De_Minaur.html,Tour Finals,2024-11-10
Taylor Fritz,RR,Jannik Sinner,M,20241112-M-Tour_Finals-RR-Jannik_Sinner-Taylor_Fritz.html,Tour Finals,2024-11-12
Daniil Medvedev,RR,Jannik Sinner,M,20241114-M-Tour_Finals-RR-Jannik_Sinner-Daniil_Medvedev.html,Tour Finals,2024-11-14
Casper Ruud,SF,Jannik Sinner,M,20241116-M-Tour_Finals-SF-Jannik_Sinner-Casper_Ruud.html,Tour Finals,2024-11-16
Jannik Sinner,F,Taylor Fritz,M,20241117-M-Tour_Finals-F-Taylor_Fritz-Jannik_Sinner.html,Tour Finals,2024-11-17
Sebastian Baez,QF,Jannik Sinner,M,20241121-M-Davis_Cup_Finals-QF-Jannik_Sinner-Sebastian_Baez.html,Davis Cup Finals,2024-11-21
Alex De Minaur,SF,Jannik Sinner,M,20241123-M-Davis_Cup_Finals-SF-Jannik_Sinner-Alex_De_Minaur.html,Davis Cup Finals,2024-11-23
Tallon Griekspoor,RR,Jannik Sinner,M,20241124-M-Davis_Cup_Finals-RR-Jannik_Sinner-Tallon_Griekspoor.html,Davis Cup Finals,2024-11-24
Nicolas Jarry,R128,Jannik Sinner,M,20250113-M-Australian_Open-R128-Jannik_Sinner-Nicolas_Jarry.html,Australian Open,2025-01-13
Jannik Sinner,R64,Tristan Schoolkate,M,20250116-M-Australian_Open-R64-Tristan_Schoolkate-Jannik_Sinner.html,Australian Open,2025-01-16
Marcos Giron,R32,Jannik Sinner,M,20250118-M-Australian_Open-R32-Jannik_Sinner-Marcos_Giron.html,Australian Open,2025-01-18
Holger Rune,R16,Jannik Sinner,M,20250120-M-Australian_Open-R16-Jannik_Sinner-Holger_Rune.html,Australian Open,2025-01-20
Alex De Minaur,QF,Jannik Sinner,M,20250122-M-Australian_Open-QF-Jannik_Sinner-Alex_De_Minaur.html,Australian Open,2025-01-22
Ben Shelton,SF,Jannik Sinner,M,20250124-M-Australian_Open-SF-Jannik_Sinner-Ben_Shelton.html,Australian Open,2025-01-24
Alexander Zverev,F,Jannik Sinner,M,20250126-M-Australian_Open-F-Jannik_Sinner-Alexander_Zverev.html,Australian Open,2025-01-26
Jannik Sinner,QF,Casper Ruud,M,20250515-M-Rome_Masters-QF-Casper_Ruud-Jannik_Sinner.html,Rome Masters,2025-05-15
Jannik Sinner,R16,Francisco Cerundolo,M,20250515-M-Rome_Masters-R16-Francisco_Cerundolo-Jannik_Sinner.html,Rome Masters,2025-05-15
Jannik Sinner,SF,Tommy Paul,M,20250516-M-Rome_Masters-SF-Tommy_Paul-Jannik_Sinner.html,Rome Masters,2025-05-16
Carlos Alcaraz,F,Jannik Sinner,M,20250518-M-Rome_Masters-F-Jannik_Sinner-Carlos_Alcaraz.html,Rome Masters,2025-05-18
Arthur Rinderknech,R128,Jannik Sinner,M,20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech.html,Roland Garros,2025-05-26
Richard Gasquet,R64,Jannik Sinner,M,20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet.html,Roland Garros,2025-05-29
Jiri Lehecka,R32,Jannik Sinner,M,20250531-M-Roland_Garros-R32-Jannik_Sinner-Jiri_Lehecka.html,Roland Garros,2025-05-31
Andrey Rublev,R16,Jannik Sinner,M,20250602-M-Roland_Garros-R16-Jannik_Sinner-Andrey_Rublev.html,Roland Garros,2025-06-02
Alexander Bublik,QF,Jannik Sinner,M,20250604-M-Roland_Garros-QF-Jannik_Sinner-Alexander_Bublik.html,Roland Garros,2025-06-04
Jannik Sinner,SF,Novak Djokovic,M,20250606-M-Roland_Garros-SF-Novak_Djokovic-Jannik_Sinner.html,Roland Garros,2025-06-06
Carlos Alcaraz,F,Jannik Sinner,M,20250608-M-Roland_Garros-F-Jannik_Sinner-Carlos_Alcaraz.html,Roland Garros,2025-06-08
Alexander Bublik,R16,Jannik Sinner,M,20250619-M-Halle-R16-Jannik_Sinner-Alexander_Bublik.html,Halle,2025-06-19
Luca Nardi,R128,Jannik Sinner,M,20250701-M-Wimbledon-R128-Jannik_Sinner-Luca_Nardi.html,Wimbledon,2025-07-01
Aleksandar Vukic,R64,Jannik Sinner,M,20250703-M-Wimbledon-R64-Jannik_Sinner-Aleksandar_Vukic.html,Wimbledon,2025-07-03
Pedro Martinez,R32,Jannik Sinner,M,20250705-M-Wimbledon-R32-Jannik_Sinner-Pedro_Martinez.html,Wimbledon,2025-07-05
Jannik Sinner,R16,Grigor Dimitrov,M,20250707-M-Wimbledon-R16-Grigor_Dimitrov-Jannik_Sinner.html,Wimbledon,2025-07-07
Jannik Sinner,QF,Ben Shelton,M,20250709-M-Wimbledon-QF-Ben_Shelton-Jannik_Sinner.html,Wimbledon,2025-07-09
Jannik Sinner,SF,Novak Djokovic,M,20250711-M-Wimbledon-SF-Novak_Djokovic-Jannik_Sinner.html,Wimbledon,2025-07-11
Jannik Sinner,F,Carlos Alcaraz,M,20250713-M-Wimbledon-F-Carlos_Alcaraz-Jannik_Sinner.html,Wimbledon,2025-07-13
Daniel Elahi Galan,R64,Jannik Sinner,M,20250809-M-Cincinnati_Masters-R64-Jannik_Sinner-Daniel_Elahi_Galan.html,Cincinnati Masters,2025-08-09
Jannik Sinner,R32,Gabriel Diallo,M,20250812-M-Cincinnati_Masters-R32-Gabriel_Diallo-Jannik_Sinner.html,Cincinnati Masters,2025-08-12
Jannik Sinner,R16,Adrian Mannarino,M,20250813-M-Cincinnati_Masters-R16-Adrian_Mannarino-Jannik_Sinner.html,Cincinnati Masters,2025-08-13
Felix Auger Aliassime,QF,Jannik Sinner,M,20250814-M-Cincinnati_Masters-QF-Jannik_Sinner-Felix_Auger_Aliassime.html,Cincinnati Masters,2025-08-14
Jannik Sinner,SF,Terence Atmane,M,20250816-M-Cincinnati_Masters-SF-Terence_Atmane-Jannik_Sinner.html,Cincinnati Masters,2025-08-16
Carlos Alcaraz,F,Jannik Sinner,M,20250818-M-Cincinnati_Masters-F-Jannik_Sinner-Carlos_Alcaraz.html,Cincinnati Masters,2025-08-18
Vit Kopriva,R128,Jannik Sinner,M,20250826-M-US_Open-R128-Jannik_Sinner-Vit_Kopriva.html,US Open,2025-08-26
Alexei Popyrin,R64,Jannik Sinner,M,20250828-M-US_Open-R64-Jannik_Sinner-Alexei_Popyrin.html,US Open,2025-08-28
Jannik Sinner,R32,Denis Shapovalov,M,20250829-M-US_Open-R32-Denis_Shapovalov-Jannik_Sinner.html,US Open,2025-08-29
Jannik Sinner,R16,Alexander Bublik,M,20250901-M-US_Open-R16-Alexander_Bublik-Jannik_Sinner.html,US Open,2025-09-01
Lorenzo Musetti,QF,Jannik Sinner,M,20250903-M-US_Open-QF-Jannik_Sinner-Lorenzo_Musetti.html,US Open,2025-09-03
Felix Auger Aliassime,SF,Jannik Sinner,M,20250906-M-US_Open-SF-Jannik_Sinner-Felix_Auger_Aliassime.html,US Open,2025-09-06
Carlos Alcaraz,F,Jannik Sinner,M,20250907-M-US_Open-F-Jannik_Sinner-Carlos_Alcaraz.html,US Open,2025-09-07
Jannik Sinner,R32,Marin Cilic,M,20250925-M-Beijing-R32-Marin_Cilic-Jannik_Sinner.html,Beijing,2025-09-25
Alex De Minaur,SF,Jannik Sinner,M,20250930-M-Beijing-SF-Jannik_Sinner-Alex_De_Minaur.html,Beijing,2025-09-30
Jannik Sinner,F,Learner Tien,M,20251001-M-Beijing-F-Learner_Tien-Jannik_Sinner.html,Beijing,2025-10-01
Jannik Sinner,R32,Tallon Griekspoor,M,20251005-M-Shanghai_Masters-R32-Tallon_Griekspoor-Jannik_Sinner.html,Shanghai Masters,2025-10-05
Jannik Sinner,F,Carlos Alcaraz,M,20251018-M-Six_Kings_Slam-F-Carlos_Alcaraz-Jannik_Sinner.html,Six Kings Slam,2025-10-18
Jannik Sinner,R32,Daniel Altmaier,M,20251022-M-Vienna-R32-Daniel_Altmaier-Jannik_Sinner.html,Vienna,2025-10-22
Jannik Sinner,R16,Flavio Cobolli,M,20251023-M-Vienna-R16-Flavio_Cobolli-Jannik_Sinner.html,Vienna,2025-10-23
Jannik Sinner,QF,Alexander Bublik,M,20251024-M-Vienna-QF-Alexander_Bublik-Jannik_Sinner.html,Vienna,2025-10-24
Alex De Minaur,SF,Jannik Sinner,M,20251025-M-Vienna-SF-Jannik_Sinner-Alex_De_Minaur.html,Vienna,2025-10-25
Jannik Sinner,F,Alexander Zverev,M,20251026-M-Vienna-F-Alexander_Zverev-Jannik_Sinner.html,Vienna,2025-10-26
Francisco Cerundolo,R16,Jannik Sinner,M,20251030-M-Paris_Masters-R16-Jannik_Sinner-Francisco_Cerundolo.html,Paris Masters,2025-10-30
Jannik Sinner,QF,Ben Shelton,M,20251031-M-Paris_Masters-QF-Ben_Shelton-Jannik_Sinner.html,Paris Masters,2025-10-31
Jannik Sinner,SF,Alexander Zverev,M,20251101-M-Paris_Masters-SF-Alexander_Zverev-Jannik_Sinner.html,Paris Masters,2025-11-01
Jannik Sinner,F,Felix Auger Aliassime,M,20251102-M-Paris_Masters-F-Felix_Auger_Aliassime-Jannik_Sinner.html,Paris Masters,2025-11-02
Felix Auger Aliassime,RR,Jannik Sinner,M,20251110-M-Tour_Finals-RR-Jannik_Sinner-Felix_Auger_Aliassime.html,Tour Finals,2025-11-10
Alexander Zverev,RR,Jannik Sinner,M,20251112-M-Tour_Finals-RR-Jannik_Sinner-Alexander_Zverev.html,Tour Finals,2025-11-12
Jannik Sinner,RR,Ben Shelton,M,20251114-M-Tour_Finals-RR-Ben_Shelton-Jannik_Sinner.html,Tour Finals,2025-11-14
Jannik Sinner,SF,Alex De Minaur,M,20251115-M-Tour_Finals-SF-Alex_De_Minaur-Jannik_Sinner.html,Tour Finals,2025-11-15
Jannik Sinner,F,Carlos Alcaraz,M,20251116-M-Tour_Finals-F-Carlos_Alcaraz-Jannik_Sinner.html,Tour Finals,2025-11-16
Hugo Gaston,R128,Jannik Sinner,M,20260120-M-Australian_Open-R128-Jannik_Sinner-Hugo_Gaston.html,Australian Open,2026-01-20
James Duckworth,R64,Jannik Sinner,M,20260122-M-Australian_Open-R64-Jannik_Sinner-James_Duckworth.html,Australian Open,2026-01-22
Eliot Spizzirri,R32,Jannik Sinner,M,20260124-M-Australian_Open-R32-Jannik_Sinner-Eliot_Spizzirri.html,Australian Open,2026-01-24
Luciano Darderi,R16,Jannik Sinner,M,20260126-M-Australian_Open-R16-Jannik_Sinner-Luciano_Darderi.html,Australian Open,2026-01-26
Ben Shelton,QF,Jannik Sinner,M,20260128-M-Australian_Open-QF-Jannik_Sinner-Ben_Shelton.html,Australian Open,2026-01-28
Novak Djokovic,SF,Jannik Sinner,M,20260130-M-Australian_Open-SF-Jannik_Sinner-Novak_Djokovic.html,Australian Open,2026-01-30
Jannik Sinner,QF,Jakub Mensik,M,20260219-M-Doha-QF-Jakub_Mensik-Jannik_Sinner.html,Doha,2026-02-19
Denis Shapovalov,R32,Jannik Sinner,M,20260308-M-Indian_Wells_Masters-R32-Jannik_Sinner-Denis_Shapovalov.html,Indian Wells Masters,2026-03-08
Jannik Sinner,R16,Joao Fonseca,M,20260310-M-Indian_Wells_Masters-R16-Joao_Fonseca-Jannik_Sinner.html,Indian Wells Masters,2026-03-10
Learner Tien,QF,Jannik Sinner,M,20260312-M-Indian_Wells_Masters-QF-Jannik_Sinner-Learner_Tien.html,Indian Wells Masters,2026-03-12
Jannik Sinner,SF,Alexander Zverev,M,20260314-M-Indian_Wells_Masters-SF-Alexander_Zverev-Jannik_Sinner.html,Indian Wells Masters,2026-03-14
Jannik Sinner,F,Daniil Medvedev,M,20260315-M-Indian_Wells_Masters-F-Daniil_Medvedev-Jannik_Sinner.html,Indian Wells Masters,2026-03-15
Jannik Sinner,QF,Frances Tiafoe,M,20260326-M-Miami_Masters-QF-Frances_Tiafoe-Jannik_Sinner.html,Miami Masters,2026-03-26
Alexander Zverev,SF,Jannik Sinner,M,20260327-M-Miami_Masters-SF-Jannik_Sinner-Alexander_Zverev.html,Miami Masters,2026-03-27
Jannik Sinner,F,Jiri Lehecka,M,20260329-M-Miami_Masters-F-Jiri_Lehecka-Jannik_Sinner.html,Miami Masters,2026-03-29
Jannik Sinner,SF,Alexander Zverev,M,20260411-M-Monte_Carlo_Masters-SF-Alexander_Zverev-Jannik_Sinner.html,Monte Carlo Masters,2026-04-11
Jannik Sinner,F,Carlos Alcaraz,M,20260412-M-Monte_Carlo_Masters-F-Carlos_Alcaraz-Jannik_Sinner.html,Monte Carlo Masters,2026-04-12
Elmer Moller,R32,Jannik Sinner,M,20260426-M-Madrid_Masters-R32-Jannik_Sinner-Elmer_Moller.html,Madrid Masters,2026-04-26
Jannik Sinner,QF,Rafael Jodar,M,20260429-M-Madrid_Masters-QF-Rafael_Jodar-Jannik_Sinner.html,Madrid Masters,2026-04-29
Jannik Sinner,SF,Arthur Fils,M,20260501-M-Madrid_Masters-SF-Arthur_Fils-Jannik_Sinner.html,Madrid Masters,2026-05-01
Alexander Zverev,F,Jannik Sinner,M,20260503-M-Madrid_Masters-F-Jannik_Sinner-Alexander_Zverev.html,Madrid Masters,2026-05-03
Jannik Sinner,SF,Daniil Medvedev,M,20260515-M-Rome_Masters-SF-Daniil_Medvedev-Jannik_Sinner.html,Rome Masters,2026-05-15
Jannik Sinner,F,Casper Ruud,M,20260517-M-Rome_Masters-F-Casper_Ruud-Jannik_Sinner.html,Rome Masters,2026-05-17
Pedro Martinez,R32,Carlos Alcaraz,M,20190410-M-Murcia_CH-R32-Carlos_Alcaraz-Pedro_Martinez.html,Murcia CH,2019-04-10
Albert Ramos,R32,Carlos Alcaraz,M,20200218-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Albert_Ramos.html,Rio de Janeiro,2020-02-18
Federico Coria,R16,Carlos Alcaraz,M,20200219-M-Rio_de_Janeiro-R16-Carlos_Alcaraz-Federico_Coria.html,Rio de Janeiro,2020-02-19
Carlos Alcaraz,SF,Lorenzo Musetti,M,20200829-M-Trieste_CH-SF-Lorenzo_Musetti-Carlos_Alcaraz.html,Trieste CH,2020-08-29
Carlos Alcaraz,F,Riccardo Bonadio,M,20200830-M-Trieste_CH-F-Riccardo_Bonadio-Carlos_Alcaraz.html,Trieste CH,2020-08-30
Carlos Alcaraz,F,Bernabe Zapata Miralles,M,20200906-M-Cordenons_CH-F-Bernabe_Zapata_Miralles-Carlos_Alcaraz.html,Cordenons CH,2020-09-06
Aleksandar Vukic,Q1,Carlos Alcaraz,M,20200921-M-Roland_Garros-Q1-Carlos_Alcaraz-Aleksandar_Vukic.html,Roland Garros,2020-09-21
Damir Dzumhur,F,Carlos Alcaraz,M,20201011-M-Barcelona_CH-F-Carlos_Alcaraz-Damir_Dzumhur.html,Barcelona CH,2020-10-11
Carlos Alcaraz,F,Pedro Martinez,M,20201018-M-Alicante_CH-F-Pedro_Martinez-Carlos_Alcaraz.html,Alicante CH,2020-10-18
Botic Van De Zandschulp,R128,Carlos Alcaraz,M,20210209-M-Australian_Open-R128-Carlos_Alcaraz-Botic_Van_De_Zandschulp.html,Australian Open,2021-02-09
Emil Ruusuvuori,R128,Carlos Alcaraz,M,20210324-M-Miami_Masters-R128-Carlos_Alcaraz-Emil_Ruusuvuori.html,Miami Masters,2021-03-24
Carlos Alcaraz,R32,Rafael Nadal,M,20210506-M-Madrid_Masters-R32-Rafael_Nadal-Carlos_Alcaraz.html,Madrid Masters,2021-05-06
Carlos Alcaraz,R64,Daniil Medvedev,M,20210701-M-Wimbledon-R64-Daniil_Medvedev-Carlos_Alcaraz.html,Wimbledon,2021-07-01
Carlos Alcaraz,R32,Lucas Pouille,M,20210720-M-Umag-R32-Lucas_Pouille-Carlos_Alcaraz.html,Umag,2021-07-20
Carlos Alcaraz,R16,Andrej Martin,M,20210722-M-Umag-R16-Andrej_Martin-Carlos_Alcaraz.html,Umag,2021-07-22
Carlos Alcaraz,F,Richard Gasquet,M,20210725-M-Umag-F-Richard_Gasquet-Carlos_Alcaraz.html,Umag,2021-07-25
Carlos Alcaraz,R128,Cameron Norrie,M,20210830-M-US_Open-R128-Cameron_Norrie-Carlos_Alcaraz.html,US Open,2021-08-30
Carlos Alcaraz,R32,Stefanos Tsitsipas,M,20210903-M-US_Open-R32-Stefanos_Tsitsipas-Carlos_Alcaraz.html,US Open,2021-09-03
Carlos Alcaraz,R16,Peter Gojowczyk,M,20210905-M-US_Open-R16-Peter_Gojowczyk-Carlos_Alcaraz.html,US Open,2021-09-05
Carlos Alcaraz,R64,Andy Murray,M,20211010-M-Indian_Wells_Masters-R64-Andy_Murray-Carlos_Alcaraz.html,Indian Wells Masters,2021-10-10
Daniel Evans,R32,Carlos Alcaraz,M,20211025-M-Vienna-R32-Carlos_Alcaraz-Daniel_Evans.html,Vienna,2021-10-25
Pierre Hugues Herbert,R64,Carlos Alcaraz,M,20211102-M-Paris_Masters-R64-Carlos_Alcaraz-Pierre_Hugues_Herbert.html,Paris Masters,2021-11-02
Hugo Gaston,R16,Carlos Alcaraz,M,20211104-M-Paris_Masters-R16-Carlos_Alcaraz-Hugo_Gaston.html,Paris Masters,2021-11-04
Holger Rune,RR,Carlos Alcaraz,M,20211109-M-NextGen_Finals-RR-Carlos_Alcaraz-Holger_Rune.html,NextGen Finals,2021-11-09
Carlos Alcaraz,RR,Brandon Nakashima,M,20211110-M-NextGen_Finals-RR-Brandon_Nakashima-Carlos_Alcaraz.html,NextGen Finals,2021-11-10
Carlos Alcaraz,SF,Sebastian Baez,M,20211112-M-NextGen_Finals-SF-Sebastian_Baez-Carlos_Alcaraz.html,NextGen Finals,2021-11-12
Sebastian Korda,F,Carlos Alcaraz,M,20211113-M-NextGen_Finals-F-Carlos_Alcaraz-Sebastian_Korda.html,NextGen Finals,2021-11-13
Matteo Berrettini,R32,Carlos Alcaraz,M,20220121-M-Australian_Open-R32-Carlos_Alcaraz-Matteo_Berrettini.html,Australian Open,2022-01-21
Jaume Munar,R32,Carlos Alcaraz,M,20220214-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Jaume_Munar.html,Rio de Janeiro,2022-02-14
Carlos Alcaraz,R16,Federico Delbonis,M,20220217-M-Rio_de_Janeiro-R16-Federico_Delbonis-Carlos_Alcaraz.html,Rio de Janeiro,2022-02-17
Matteo Berrettini,QF,Carlos Alcaraz,M,20220219-M-Rio_de_Janeiro-QF-Carlos_Alcaraz-Matteo_Berrettini.html,Rio de Janeiro,2022-02-19
Carlos Alcaraz,SF,Fabio Fognini,M,20220219-M-Rio_de_Janeiro-SF-Fabio_Fognini-Carlos_Alcaraz.html,Rio de Janeiro,2022-02-19
Carlos Alcaraz,F,Diego Schwartzman,M,20220220-M-Rio_de_Janeiro-F-Diego_Schwartzman-Carlos_Alcaraz.html,Rio de Janeiro,2022-02-20
Carlos Alcaraz,R32,Roberto Bautista Agut,M,20220314-M-Indian_Wells_Masters-R32-Roberto_Bautista_Agut-Carlos_Alcaraz.html,Indian Wells Masters,2022-03-14
Carlos Alcaraz,R16,Gael Monfils,M,20220317-M-Indian_Wells_Masters-R16-Gael_Monfils-Carlos_Alcaraz.html,Indian Wells Masters,2022-03-17
Carlos Alcaraz,SF,Rafael Nadal,M,20220319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Carlos_Alcaraz.html,Indian Wells Masters,2022-03-19
Carlos Alcaraz,R16,Stefanos Tsitsipas,M,20220329-M-Miami_Masters-R16-Stefanos_Tsitsipas-Carlos_Alcaraz.html,Miami Masters,2022-03-29
Carlos Alcaraz,QF,Miomir Kecmanovic,M,20220331-M-Miami_Masters-QF-Miomir_Kecmanovic-Carlos_Alcaraz.html,Miami Masters,2022-03-31
