player2,round,player1,gender,file,tournament,date
Yafan Wang,R64,Daria Kasatkina,W,20250116-W-Australian_Open-R64-Daria_Kasatkina-Yafan_Wang.html,Australian Open,2025-01-16
Daria Kasatkina,R32,Yulia Putintseva,W,20250118-W-Australian_Open-R32-Yulia_Putintseva-Daria_Kasatkina.html,Australian Open,2025-01-18
Daria Kasatkina,R32,Elina Avanesyan,W,20250211-W-Doha-R32-Elina_Avanesyan-Daria_Kasatkina.html,Doha,2025-02-11
Daria Kasatkina,R16,Sofia Kenin,W,20250403-W-Charleston-R16-Sofia_Kenin-Daria_Kasatkina.html,Charleston,2025-04-03
Daria Kasatkina,R32,Sonay Kartal,W,20250609-W-Queens_Club-R32-Sonay_Kartal-Daria_Kasatkina.html,Queens Club,2025-06-09
Bianca Andreescu,R32,Zeynep Sonmez,W,20230613-W-s_Hertogenbosch-R32-Zeynep_Sonmez-Bianca_Andreescu.html,s Hertogenbosch,2023-06-13
Zeynep Sonmez,R16,Victoria Azarenka,W,20240619-W-Berlin-R16-Victoria_Azarenka-Zeynep_Sonmez.html,Berlin,2024-06-19
Zeynep Sonmez,SF,Alina Korneeva,W,20241102-W-Merida-SF-Alina_Korneeva-Zeynep_Sonmez.html,Merida,2024-11-02
Zeynep Sonmez,R16,Amandine Monnot,W,20251203-W-Angers-R16-Amandine_Monnot-Zeynep_Sonmez.html,Angers,2025-12-03
Jennifer Ruggeri,R128,Zeynep Sonmez,W,20260505-W-Rome-R128-Zeynep_Sonmez-Jennifer_Ruggeri.html,Rome,2026-05-05
Natalija Stevanovic,Q1,Camila Osorio,W,20200114-W-Australian_Open-Q1-Camila_Osorio-Natalija_Stevanovic.html,Australian Open,2020-01-14
Camila Osorio,R32,Kaja Juvan,W,20210316-W-Monterrey-R32-Kaja_Juvan-Camila_Osorio.html,Monterrey,2021-03-16
Tereza Martincova,R16,Camila Osorio,W,20210408-W-Bogota-R16-Camila_Osorio-Tereza_Martincova.html,Bogota,2021-04-08
Stefanie Voegele,QF,Camila Osorio,W,20210409-W-Bogota-QF-Camila_Osorio-Stefanie_Voegele.html,Bogota,2021-04-09
Camila Osorio,SF,Harmony Tan,W,20210410-W-Bogota-SF-Harmony_Tan-Camila_Osorio.html,Bogota,2021-04-10
Tamara Zidansek,F,Camila Osorio,W,20210411-W-Bogota-F-Camila_Osorio-Tamara_Zidansek.html,Bogota,2021-04-11
Aliaksandra Sasnovich,QF,Camila Osorio,W,20210521-W-Belgrade-QF-Camila_Osorio-Aliaksandra_Sasnovich.html,Belgrade,2021-05-21
Ana Konjuh,SF,Camila Osorio,W,20210522-W-Belgrade-SF-Camila_Osorio-Ana_Konjuh.html,Belgrade,2021-05-22
Camila Giorgi,SF,Camila Osorio,W,20211023-W-Tenerife-SF-Camila_Osorio-Camila_Giorgi.html,Tenerife,2021-10-23
Nuria Parrizas Diaz,SF,Camila Osorio,W,20220305-W-Monterrey-SF-Camila_Osorio-Nuria_Parrizas_Diaz.html,Monterrey,2022-03-05
Ipek Oz,R16,Camila Osorio,W,20220407-W-Bogota-R16-Camila_Osorio-Ipek_Oz.html,Bogota,2022-04-07
Laura Pigossi,SF,Camila Osorio,W,20220409-W-Bogota-SF-Camila_Osorio-Laura_Pigossi.html,Bogota,2022-04-09
Camila Osorio,R32,Caroline Garcia,W,20230513-W-Rome-R32-Caroline_Garcia-Camila_Osorio.html,Rome,2023-05-13
Camila Osorio,R128,Ana Bogdan,W,20230529-W-Roland_Garros-R128-Ana_Bogdan-Camila_Osorio.html,Roland Garros,2023-05-29
Fiona Ferro,R32,Camila Osorio,W,20230718-W-Palermo-R32-Camila_Osorio-Fiona_Ferro.html,Palermo,2023-07-18
Camila Osorio,R16,Erika Andreeva,W,20230720-W-Palermo-R16-Erika_Andreeva-Camila_Osorio.html,Palermo,2023-07-20
Camila Osorio,R16,Anca Alexia Todoni,W,20240404-W-Bogota-R16-Anca_Alexia_Todoni-Camila_Osorio.html,Bogota,2024-04-04
Camila Osorio,SF,Olivia Gadecki,W,20240914-W-Guadalajara-SF-Olivia_Gadecki-Camila_Osorio.html,Guadalajara,2024-09-14
Katarzyna Kawa,F,Camila Osorio,W,20250406-W-Bogota-F-Camila_Osorio-Katarzyna_Kawa.html,Bogota,2025-04-06
Eugenie Bouchard,R16,Anhelina Kalinina,W,20170413-W-ITF_Indian_Harbour_Beach-R16-Anhelina_Kalinina-Eugenie_Bouchard.html,ITF Indian Harbour Beach,2017-04-13
Sloane Stephens,R64,Anhelina Kalinina,W,20180829-W-US_Open-R64-Anhelina_Kalinina-Sloane_Stephens.html,US Open,2018-08-29
Yulia Putintseva,F,Anhelina Kalinina,W,20210718-W-Budapest-F-Anhelina_Kalinina-Yulia_Putintseva.html,Budapest,2021-07-18
Anhelina Kalinina,QF,Anett Kontaveit,W,20211029-W-Cluj_Napoca-QF-Anett_Kontaveit-Anhelina_Kalinina.html,Cluj Napoca,2021-10-29
Anhelina Kalinina,R128,Clara Burel,W,20220309-W-Indian_Wells-R128-Clara_Burel-Anhelina_Kalinina.html,Indian Wells,2022-03-09
Anhelina Kalinina,QF,Ons Jabeur,W,20220408-W-Charleston-QF-Ons_Jabeur-Anhelina_Kalinina.html,Charleston,2022-04-08
Anhelina Kalinina,QF,Jil Teichmann,W,20220504-W-Madrid-QF-Jil_Teichmann-Anhelina_Kalinina.html,Madrid,2022-05-04
Anhelina Kalinina,R16,Sofia Kenin,W,20221208-W-Angers-R16-Sofia_Kenin-Anhelina_Kalinina.html,Angers,2022-12-08
Anhelina Kalinina,R64,Petra Kvitova,W,20230118-W-Australian_Open-R64-Petra_Kvitova-Anhelina_Kalinina.html,Australian Open,2023-01-18
Anhelina Kalinina,R16,Anna Lena Friedsam,W,20230209-W-Linz-R16-Anna_Lena_Friedsam-Anhelina_Kalinina.html,Linz,2023-02-09
Anhelina Kalinina,QF,Beatriz Haddad Maia,W,20230516-W-Rome-QF-Beatriz_Haddad_Maia-Anhelina_Kalinina.html,Rome,2023-05-16
Anhelina Kalinina,SF,Veronika Kudermetova,W,20230519-W-Rome-SF-Veronika_Kudermetova-Anhelina_Kalinina.html,Rome,2023-05-19
Bianca Andreescu,R64,Anhelina Kalinina,W,20230707-W-Wimbledon-R64-Anhelina_Kalinina-Bianca_Andreescu.html,Wimbledon,2023-07-07
Sara Sorribes Tormo,R128,Anhelina Kalinina,W,20230828-W-US_Open-R128-Anhelina_Kalinina-Sara_Sorribes_Tormo.html,US Open,2023-08-28
Sofia Kenin,R32,Anhelina Kalinina,W,20230919-W-Guadalajara-R32-Anhelina_Kalinina-Sofia_Kenin.html,Guadalajara,2023-09-19
Anhelina Kalinina,R128,Arantxa Rus,W,20240115-W-Australian_Open-R128-Arantxa_Rus-Anhelina_Kalinina.html,Australian Open,2024-01-15
Anhelina Kalinina,R64,Caroline Wozniacki,W,20240321-W-Miami-R64-Caroline_Wozniacki-Anhelina_Kalinina.html,Miami,2024-03-21
Anhelina Kalinina,R64,Caroline Wozniacki,W,20240814-W-Cincinnati-R64-Caroline_Wozniacki-Anhelina_Kalinina.html,Cincinnati,2024-08-14
Cagla Buyukakcay,R16,Viktorija Golubic,W,20151029-W-ITF_Macon-R16-Viktorija_Golubic-Cagla_Buyukakcay.html,ITF Macon,2015-10-29
Nicole Gibbs,F,Viktorija Golubic,W,20151108-W-ITF_Waco-F-Viktorija_Golubic-Nicole_Gibbs.html,ITF Waco,2015-11-08
Viktorija Golubic,R16,Timea Babos,W,20160407-W-Katowice-R16-Timea_Babos-Viktorija_Golubic.html,Katowice,2016-04-07
Karolina Pliskova,RR,Viktorija Golubic,W,20160416-W-Fed_Cup_World_Group_SF-RR-Viktorija_Golubic-Karolina_Pliskova.html,Fed Cup World Group SF,2016-04-16
Barbora Strycova,RR,Viktorija Golubic,W,20160417-W-Fed_Cup_World_Group_SF-RR-Viktorija_Golubic-Barbora_Strycova.html,Fed Cup World Group SF,2016-04-17
Viktorija Golubic,SF,Rebeka Masarova,W,20160716-W-Gstaad-SF-Rebeka_Masarova-Viktorija_Golubic.html,Gstaad,2016-07-16
Catherine Cartan Bellis,R128,Viktorija Golubic,W,20160829-W-US_Open-R128-Viktorija_Golubic-Catherine_Cartan_Bellis.html,US Open,2016-08-29
Christina Mchale,QF,Viktorija Golubic,W,20160916-W-Tokyo-QF-Viktorija_Golubic-Christina_Mchale.html,Tokyo,2016-09-16
Viktorija Golubic,F,Dominika Cibulkova,W,20161015-W-Linz-F-Dominika_Cibulkova-Viktorija_Golubic.html,Linz,2016-10-15
Viktorija Golubic,R32,Caroline Wozniacki,W,20170221-W-Dubai-R32-Caroline_Wozniacki-Viktorija_Golubic.html,Dubai,2017-02-21
Viktorija Golubic,R128,Lauren Davis,W,20170309-W-Indian_Wells-R128-Lauren_Davis-Viktorija_Golubic.html,Indian Wells,2017-03-09
Johanna Larsson,QF,Viktorija Golubic,W,20171013-W-Linz-QF-Viktorija_Golubic-Johanna_Larsson.html,Linz,2017-10-13
Viktorija Golubic,R32,Danka Kovinic,W,20180412-W-Lugano-R32-Danka_Kovinic-Viktorija_Golubic.html,Lugano,2018-04-12
Viktorija Golubic,RR,Simona Halep,W,20180421-W-Fed_Cup_World_Group_PO-RR-Simona_Halep-Viktorija_Golubic.html,Fed Cup World Group PO,2018-04-21
Ons Jabeur,R128,Viktorija Golubic,W,20180702-W-Wimbledon-R128-Viktorija_Golubic-Ons_Jabeur.html,Wimbledon,2018-07-02
Ying Ying Duan,R16,Viktorija Golubic,W,20190131-W-Hua_Hin-R16-Viktorija_Golubic-Ying_Ying_Duan.html,Hua Hin,2019-01-31
Viktorija Golubic,RR,Camila Giorgi,W,20190209-W-Fed_Cup_World_Group_II-RR-Camila_Giorgi-Viktorija_Golubic.html,Fed Cup World Group II,2019-02-09
Qiang Wang,SF,Viktorija Golubic,W,20190302-W-Indian_Wells_125K-SF-Viktorija_Golubic-Qiang_Wang.html,Indian Wells 125K,2019-03-02
Viktorija Golubic,F,Jennifer Brady,W,20190303-W-Indian_Wells_125K-F-Jennifer_Brady-Viktorija_Golubic.html,Indian Wells 125K,2019-03-03
Viktorija Golubic,R32,Arantxa Rus,W,20190408-W-Lugano-R32-Arantxa_Rus-Viktorija_Golubic.html,Lugano,2019-04-08
Viktorija Golubic,R32,Rebecca Peterson,W,20190429-W-Rabat-R32-Rebecca_Peterson-Viktorija_Golubic.html,Rabat,2019-04-29
Viktorija Golubic,R64,Yulia Putintseva,W,20190703-W-Wimbledon-R64-Yulia_Putintseva-Viktorija_Golubic.html,Wimbledon,2019-07-03
Viktorija Golubic,SF,Samantha Stosur,W,20190920-W-Guangzhou-SF-Samantha_Stosur-Viktorija_Golubic.html,Guangzhou,2019-09-20
Viktorija Golubic,R16,Lauren Davis,W,20210318-W-Monterrey-R16-Lauren_Davis-Viktorija_Golubic.html,Monterrey,2021-03-18
Viktorija Golubic,R128,Veronika Kudermetova,W,20210628-W-Wimbledon-R128-Veronika_Kudermetova-Viktorija_Golubic.html,Wimbledon,2021-06-28
Viktorija Golubic,QF,Karolina Pliskova,W,20210706-W-Wimbledon-QF-Karolina_Pliskova-Viktorija_Golubic.html,Wimbledon,2021-07-06
Viktorija Golubic,R128,Bianca Andreescu,W,20210831-W-US_Open-R128-Bianca_Andreescu-Viktorija_Golubic.html,US Open,2021-08-31
Viktorija Golubic,R32,Arantxa Rus,W,20211019-W-Tenerife-R32-Arantxa_Rus-Viktorija_Golubic.html,Tenerife,2021-10-19
Simona Halep,QF,Viktorija Golubic,W,20220107-W-Melbourne-QF-Viktorija_Golubic-Simona_Halep.html,Melbourne,2022-01-07
Viktorija Golubic,R32,Eva Lys,W,20220419-W-Stuttgart-R32-Eva_Lys-Viktorija_Golubic.html,Stuttgart,2022-04-19
Bianca Andreescu,RR,Viktorija Golubic,W,20221111-W-BJK_Cup_Finals-RR-Viktorija_Golubic-Bianca_Andreescu.html,BJK Cup Finals,2022-11-11
Viktorija Golubic,F,Rebecca Sramkova,W,20241103-W-Jiangxi-F-Rebecca_Sramkova-Viktorija_Golubic.html,Jiangxi,2024-11-03
Viktorija Golubic,R32,Bianca Andreescu,W,20251014-W-Osaka-R32-Bianca_Andreescu-Viktorija_Golubic.html,Osaka,2025-10-14
Viktorija Golubic,R32,Rina Saigo,W,20251028-W-Jiangxi-R32-Rina_Saigo-Viktorija_Golubic.html,Jiangxi,2025-10-28
Viktorija Golubic,SF,Lilli Tagger,W,20251101-W-Jiangxi-SF-Lilli_Tagger-Viktorija_Golubic.html,Jiangxi,2025-11-01
Su Wei Hsieh,R16,Varvara Gracheva,W,20190801-W-Washington-R16-Varvara_Gracheva-Su_Wei_Hsieh.html,Washington,2019-08-01
Anastasia Pavlyuchenkova,R16,Varvara Gracheva,W,20191017-W-Moscow-R16-Varvara_Gracheva-Anastasia_Pavlyuchenkova.html,Moscow,2019-10-17
Paula Badosa,R128,Varvara Gracheva,W,20200831-W-US_Open-R128-Varvara_Gracheva-Paula_Badosa.html,US Open,2020-08-31
Paula Badosa,R64,Varvara Gracheva,W,20210902-W-US_Open-R64-Varvara_Gracheva-Paula_Badosa.html,US Open,2021-09-02
Sara Sorribes Tormo,R32,Varvara Gracheva,W,20211019-W-Tenerife-R32-Varvara_Gracheva-Sara_Sorribes_Tormo.html,Tenerife,2021-10-19
Simona Halep,R16,Varvara Gracheva,W,20211028-W-Cluj_Napoca-R16-Varvara_Gracheva-Simona_Halep.html,Cluj Napoca,2021-10-28
Lucia Bronzetti,R128,Varvara Gracheva,W,20220117-W-Australian_Open-R128-Varvara_Gracheva-Lucia_Bronzetti.html,Australian Open,2022-01-17
Mariia Tkacheva,R32,Varvara Gracheva,W,20220913-W-Chennai-R32-Varvara_Gracheva-Mariia_Tkacheva.html,Chennai,2022-09-13
Katie Volynets,SF,Varvara Gracheva,W,20230304-W-Austin-SF-Varvara_Gracheva-Katie_Volynets.html,Austin,2023-03-04
Petra Kvitova,R16,Varvara Gracheva,W,20230327-W-Miami-R16-Varvara_Gracheva-Petra_Kvitova.html,Miami,2023-03-27
Zhuoxuan Bai,R32,Varvara Gracheva,W,20230522-W-Strasbourg-R32-Varvara_Gracheva-Zhuoxuan_Bai.html,Strasbourg,2023-05-22
Dalma Galfi,R128,Varvara Gracheva,W,20230529-W-Roland_Garros-R128-Varvara_Gracheva-Dalma_Galfi.html,Roland Garros,2023-05-29
Sloane Stephens,R64,Varvara Gracheva,W,20230531-W-Roland_Garros-R64-Varvara_Gracheva-Sloane_Stephens.html,Roland Garros,2023-05-31
Sofia Kenin,R128,Varvara Gracheva,W,20250527-W-Roland_Garros-R128-Varvara_Gracheva-Sofia_Kenin.html,Roland Garros,2025-05-27
Sonay Kartal,R32,Camila Giorgi,W,20220607-W-Nottingham-R32-Camila_Giorgi-Sonay_Kartal.html,Nottingham,2022-06-07
Lesley Pattinama Kerkhove,R128,Sonay Kartal,W,20220628-W-Wimbledon-R128-Sonay_Kartal-Lesley_Pattinama_Kerkhove.html,Wimbledon,2022-06-28
Bianca Andreescu,R32,Sonay Kartal,W,20230626-W-Bad_Homburg-R32-Sonay_Kartal-Bianca_Andreescu.html,Bad Homburg,2023-06-26
Rebecca Sramkova,F,Sonay Kartal,W,20240915-W-Monastir-F-Sonay_Kartal-Rebecca_Sramkova.html,Monastir,2024-09-15
Polina Kudermetova,R32,Sonay Kartal,W,20250310-W-Indian_Wells-R32-Sonay_Kartal-Polina_Kudermetova.html,Indian Wells,2025-03-10
Eva Vedder,RR,Sonay Kartal,W,20250412-W-BJK_Cup_Qualifiers-RR-Sonay_Kartal-Eva_Vedder.html,BJK Cup Qualifiers,2025-04-12
Leolia Jeanjean,R32,Sonay Kartal,W,20250617-W-Nottingham-R32-Sonay_Kartal-Leolia_Jeanjean.html,Nottingham,2025-06-17
Katie Boulter,R16,Sonay Kartal,W,20250619-W-Nottingham-R16-Sonay_Kartal-Katie_Boulter.html,Nottingham,2025-06-19
Riko Sawayanagi,R32,Katie Boulter,W,20170215-W-ITF_Perth-R32-Katie_Boulter-Riko_Sawayanagi.html,ITF Perth,2017-02-15
Ksenia Lykina,QF,Katie Boulter,W,20170519-W-ITF_Kurume-QF-Katie_Boulter-Ksenia_Lykina.html,ITF Kurume,2017-05-19
Conny Perrin,R32,Katie Boulter,W,20190226-W-Acapulco-R32-Katie_Boulter-Conny_Perrin.html,Acapulco,2019-02-26
Simona Halep,QF,Katie Boulter,W,20220617-W-Birmingham-QF-Katie_Boulter-Simona_Halep.html,Birmingham,2022-06-17
Katie Boulter,R64,Karolina Pliskova,W,20220630-W-Wimbledon-R64-Karolina_Pliskova-Katie_Boulter.html,Wimbledon,2022-06-30
Katie Boulter,R32,Emily Appleton,W,20230613-W-Nottingham-R32-Emily_Appleton-Katie_Boulter.html,Nottingham,2023-06-13
Katie Boulter,F,Jodie Burrage,W,20230618-W-Nottingham-F-Jodie_Burrage-Katie_Boulter.html,Nottingham,2023-06-18
Katie Boulter,RR,Ajla Tomljanovic,W,20231229-W-United_Cup-RR-Ajla_Tomljanovic-Katie_Boulter.html,United Cup,2023-12-29
Qinwen Zheng,R64,Katie Boulter,W,20240118-W-Australian_Open-R64-Katie_Boulter-Qinwen_Zheng.html,Australian Open,2024-01-18
Katie Boulter,QF,Donna Vekic,W,20240226-W-San_Diego-QF-Donna_Vekic-Katie_Boulter.html,San Diego,2024-02-26
Rebecca Sramkova,R64,Katie Boulter,W,20240510-W-Rome-R64-Katie_Boulter-Rebecca_Sramkova.html,Rome,2024-05-10
Katie Boulter,F,Karolina Pliskova,W,20240616-W-Nottingham-F-Karolina_Pliskova-Katie_Boulter.html,Nottingham,2024-06-16
Katie Boulter,QF,Bianca Andreescu,W,20241024-W-Tokyo-QF-Bianca_Andreescu-Katie_Boulter.html,Tokyo,2024-10-24
Sofia Kenin,SF,Katie Boulter,W,20241026-W-Tokyo-SF-Katie_Boulter-Sofia_Kenin.html,Tokyo,2024-10-26
Katie Boulter,RR,Olivia Gadecki,W,20250101-W-United_Cup-RR-Olivia_Gadecki-Katie_Boulter.html,United Cup,2025-01-01
Suzan Lamens,RR,Katie Boulter,W,20250412-W-BJK_Cup_Qualifiers-RR-Katie_Boulter-Suzan_Lamens.html,BJK Cup Qualifiers,2025-04-12
Katie Boulter,RR,Moyuka Uchijima,W,20250918-W-BJK_Cup_Finals-RR-Moyuka_Uchijima-Katie_Boulter.html,BJK Cup Finals,2025-09-18
Katie Boulter,R32,Eva Lys,W,20251019-W-Tokyo-R32-Eva_Lys-Katie_Boulter.html,Tokyo,2025-10-19
Katie Boulter,F,Tamara Korpatsch,W,20260207-W-Ostrava-F-Tamara_Korpatsch-Katie_Boulter.html,Ostrava,2026-02-07
Kimberly Birrell,R16,Dominika Cibulkova,W,20160112-W-Hobart-R16-Dominika_Cibulkova-Kimberly_Birrell.html,Hobart,2016-01-12
Donna Vekic,R64,Kimberly Birrell,W,20190116-W-Australian_Open-R64-Kimberly_Birrell-Donna_Vekic.html,Australian Open,2019-01-16
Kimberly Birrell,R128,Rebecca Marino,W,20210208-W-Australian_Open-R128-Rebecca_Marino-Kimberly_Birrell.html,Australian Open,2021-02-08
Kimberly Birrell,R32,Elena Malygina,W,20230522-W-Strasbourg-R32-Elena_Malygina-Kimberly_Birrell.html,Strasbourg,2023-05-22
Leolia Jeanjean,R128,Kimberly Birrell,W,20230528-W-Roland_Garros-R128-Kimberly_Birrell-Leolia_Jeanjean.html,Roland Garros,2023-05-28
Kimberly Birrell,R64,Caroline Wozniacki,W,20230807-W-Montreal-R64-Caroline_Wozniacki-Kimberly_Birrell.html,Montreal,2023-08-07
Sijia Wei,R32,Kimberly Birrell,W,20231016-W-Nanchang-R32-Kimberly_Birrell-Sijia_Wei.html,Nanchang,2023-10-16
Anna Bondar,R32,Kimberly Birrell,W,20240306-W-ITF_Trnava-R32-Kimberly_Birrell-Anna_Bondar.html,ITF Trnava,2024-03-06
Kimberly Birrell,Q2,Olga Danilovic,W,20240522-W-Roland_Garros-Q2-Olga_Danilovic-Kimberly_Birrell.html,Roland Garros,2024-05-22
Kimberly Birrell,F,Suzan Lamens,W,20241020-W-Osaka-F-Suzan_Lamens-Kimberly_Birrell.html,Osaka,2024-10-20
Kimberly Birrell,R128,Eva Lys,W,20250114-W-Australian_Open-R128-Eva_Lys-Kimberly_Birrell.html,Australian Open,2025-01-14
Kimberly Birrell,R16,Yue Yuan,W,20250612-W-s_Hertogenbosch-R16-Yue_Yuan-Kimberly_Birrell.html,s Hertogenbosch,2025-06-12
Kimberly Birrell,R16,Shrivalli Rashmikaa Bhamidipaty,W,20251030-W-Chennai-R16-Shrivalli_Rashmikaa_Bhamidipaty-Kimberly_Birrell.html,Chennai,2025-10-30
Kimberly Birrell,QF,Donna Vekic,W,20251031-W-Chennai-QF-Donna_Vekic-Kimberly_Birrell.html,Chennai,2025-10-31
Patricia Maria Tig,R32,Anna Bondar,W,20190716-W-Bucharest-R32-Anna_Bondar-Patricia_Maria_Tig.html,Bucharest,2019-07-16
Arianne Hartono,R64,Anna Bondar,W,20220404-W-Charleston-R64-Anna_Bondar-Arianne_Hartono.html,Charleston,2022-04-04
Anna Bondar,R32,Cristiana Ferrando,W,20220517-W-Rabat-R32-Cristiana_Ferrando-Anna_Bondar.html,Rabat,2022-05-17
Anna Bondar,QF,Martina Trevisan,W,20220715-W-Budapest-QF-Martina_Trevisan-Anna_Bondar.html,Budapest,2022-07-15
Kayla Cross,R32,Anna Bondar,W,20220822-W-Granby-R32-Anna_Bondar-Kayla_Cross.html,Granby,2022-08-22
Irina Camelia Begu,R128,Anna Bondar,W,20230528-W-Roland_Garros-R128-Anna_Bondar-Irina_Camelia_Begu.html,Roland Garros,2023-05-28
Bianca Andreescu,R128,Anna Bondar,W,20230706-W-Wimbledon-R128-Anna_Bondar-Bianca_Andreescu.html,Wimbledon,2023-07-06
Anna Bondar,R32,Anastasiya Soboleva,W,20231017-W-Cluj_Napoca-R32-Anastasiya_Soboleva-Anna_Bondar.html,Cluj Napoca,2023-10-17
Su Wei Hsieh,Q1,Anna Bondar,W,20240109-W-Australian_Open-Q1-Anna_Bondar-Su_Wei_Hsieh.html,Australian Open,2024-01-09
Alina Korneeva,Q3,Anna Bondar,W,20240111-W-Australian_Open-Q3-Anna_Bondar-Alina_Korneeva.html,Australian Open,2024-01-11
Anastasia Tikhonova,R16,Anna Bondar,W,20240307-W-ITF_Trnava-R16-Anna_Bondar-Anastasia_Tikhonova.html,ITF Trnava,2024-03-07
Anna Bondar,R32,Olga Danilovic,W,20240716-W-Budapest-R32-Olga_Danilovic-Anna_Bondar.html,Budapest,2024-07-16
Anna Bondar,QF,Olga Danilovic,W,20240724-W-ITF_Iasi-QF-Olga_Danilovic-Anna_Bondar.html,ITF Iasi,2024-07-24
Anna Bondar,F,Lois Boisson,W,20250720-W-Hamburg-F-Lois_Boisson-Anna_Bondar.html,Hamburg,2025-07-20
Anna Bondar,R128,Bianca Andreescu,W,20250924-W-Beijing-R128-Bianca_Andreescu-Anna_Bondar.html,Beijing,2025-09-24
Anna Bondar,SF,Priska Madelyn Nugroho,W,20251017-W-Jinan-SF-Priska_Madelyn_Nugroho-Anna_Bondar.html,Jinan,2025-10-17
Suzan Lamens,RR,Anna Bondar,W,20260407-W-BJK_Cup_Group_I-RR-Anna_Bondar-Suzan_Lamens.html,BJK Cup Group I,2026-04-07
Donna Vekic,R32,Klara Koukalova,W,20140714-W-Istanbul-R32-Klara_Koukalova-Donna_Vekic.html,Istanbul,2014-07-14
Donna Vekic,R128,Louisa Chirico,W,20150311-W-Indian_Wells-R128-Louisa_Chirico-Donna_Vekic.html,Indian Wells,2015-03-11
Donna Vekic,R32,Ana Ivanovic,W,20150529-W-Roland_Garros-R32-Ana_Ivanovic-Donna_Vekic.html,Roland Garros,2015-05-29
Donna Vekic,R32,Kirsten Flipkens,W,20160404-W-Katowice-R32-Kirsten_Flipkens-Donna_Vekic.html,Katowice,2016-04-04
Donna Vekic,F,Natalia Vikhlyantseva,W,20160924-W-ITF_Saint_Petersburg-F-Natalia_Vikhlyantseva-Donna_Vekic.html,ITF Saint Petersburg,2016-09-24
Donna Vekic,R64,Caroline Wozniacki,W,20170119-W-Australian_Open-R64-Caroline_Wozniacki-Donna_Vekic.html,Australian Open,2017-01-19
Simona Halep,R64,Donna Vekic,W,20170311-W-Indian_Wells-R64-Donna_Vekic-Simona_Halep.html,Indian Wells,2017-03-11
Johanna Konta,F,Donna Vekic,W,20170618-W-Nottingham-F-Donna_Vekic-Johanna_Konta.html,Nottingham,2017-06-18
Johanna Konta,R64,Donna Vekic,W,20170705-W-Wimbledon-R64-Donna_Vekic-Johanna_Konta.html,Wimbledon,2017-07-05
Angelique Kerber,R32,Donna Vekic,W,20170810-W-Toronto-R32-Donna_Vekic-Angelique_Kerber.html,Toronto,2017-08-10
Donna Vekic,R32,Anastasija Sevastova,W,20170902-W-US_Open-R32-Anastasija_Sevastova-Donna_Vekic.html,US Open,2017-09-02
Donna Vekic,R32,Danielle Collins,W,20180325-W-Miami-R32-Danielle_Collins-Donna_Vekic.html,Miami,2018-03-25
Donna Vekic,R64,Maria Sharapova,W,20180531-W-Roland_Garros-R64-Maria_Sharapova-Donna_Vekic.html,Roland Garros,2018-05-31
Sloane Stephens,R128,Donna Vekic,W,20180702-W-Wimbledon-R128-Donna_Vekic-Sloane_Stephens.html,Wimbledon,2018-07-02
Svetlana Kuznetsova,F,Donna Vekic,W,20180805-W-Washington-F-Donna_Vekic-Svetlana_Kuznetsova.html,Washington,2018-08-05
Karolina Pliskova,SF,Donna Vekic,W,20180922-W-Tokyo-SF-Donna_Vekic-Karolina_Pliskova.html,Tokyo,2018-09-22
Kiki Bertens,R16,Donna Vekic,W,20190102-W-Brisbane-R16-Donna_Vekic-Kiki_Bertens.html,Brisbane,2019-01-02
Donna Vekic,QF,Aliaksandra Sasnovich,W,20190104-W-Brisbane-QF-Aliaksandra_Sasnovich-Donna_Vekic.html,Brisbane,2019-01-04
Donna Vekic,SF,Karolina Pliskova,W,20190105-W-Brisbane-SF-Karolina_Pliskova-Donna_Vekic.html,Brisbane,2019-01-05
Donna Vekic,QF,Petra Kvitova,W,20190201-W-St_Petersburg-QF-Petra_Kvitova-Donna_Vekic.html,St Petersburg,2019-02-01
Donna Vekic,SF,Vera Zvonareva,W,20190202-W-St_Petersburg-SF-Vera_Zvonareva-Donna_Vekic.html,St Petersburg,2019-02-02
Donna Vekic,F,Kiki Bertens,W,20190203-W-St_Petersburg-F-Kiki_Bertens-Donna_Vekic.html,St Petersburg,2019-02-03
Ons Jabeur,R64,Donna Vekic,W,20190218-W-Dubai-R64-Donna_Vekic-Ons_Jabeur.html,Dubai,2019-02-18
Yafan Wang,SF,Donna Vekic,W,20190301-W-Acapulco-SF-Donna_Vekic-Yafan_Wang.html,Acapulco,2019-03-01
Donna Vekic,F,Caroline Garcia,W,20190616-W-Nottingham-F-Caroline_Garcia-Donna_Vekic.html,Nottingham,2019-06-16
Richel Hogenkamp,R128,Donna Vekic,W,20190827-W-US_Open-R128-Donna_Vekic-Richel_Hogenkamp.html,US Open,2019-08-27
Donna Vekic,R64,Kaia Kanepi,W,20190829-W-US_Open-R64-Kaia_Kanepi-Donna_Vekic.html,US Open,2019-08-29
Yulia Putintseva,R32,Donna Vekic,W,20190831-W-US_Open-R32-Donna_Vekic-Yulia_Putintseva.html,US Open,2019-08-31
Donna Vekic,R16,Julia Goerges,W,20190902-W-US_Open-R16-Julia_Goerges-Donna_Vekic.html,US Open,2019-09-02
Kiki Bertens,R64,Donna Vekic,W,20190928-W-Beijing-R64-Donna_Vekic-Kiki_Bertens.html,Beijing,2019-09-28
